content,date
"EU approves steel industry aid from Germany and France. The European Commission green-lighted two state measures in France and in Germany to help decarbonise steel production from two major producers, the bloc’s executive announced on Thursday.",20-July-2023 
"EU climate chief Timmermans to leave Commission to run in Dutch elections. EU climate chief Frans Timmermans will leave the European Commission in mid-August to pursue a leadership bid of a new Greens-Socialist democrats party alliance in the Netherlands, he told Dutch public broadcaster NOS in in an interview Thursday morning.",20-July-2023 
"Vattenfall reports dip in EU fossil-based generation, stops UK offshore wind farm plan. Swedish utility Vattenfall posted a year-on-year drop in EU ETS-covered fossil generation in its H1 2023 results published Thursday, and halted plans to build a new offshore wind farm in British waters.",20-July-2023 
EU lawmakers back electricity market reform to protect citizens. Members of the European Parliament’s cross-party industry committee (ITRE) on Wednesday backed the European Commission’s proposal to tackle high energy prices and energy supply issues.,20-July-2023 
"Euro Markets: EUAs break out of 11-day channel to test new technical resistance ahead of August supply cut. European carbon prices broke out of the narrow range that they had moved in for 11 days on Wednesday afternoon, following sharply-higher natural gas due to French nuclear and North Sea gas outages and combined with what looks like early positioning ahead of the annual 50% cut in EUA auction supply.",20-July-2023 
"EU parliamentarians signal dismay at scrapping of EU-wide Sovereignty Fund for net zero industry. The EU’s newly-proposed STEP funding platform for clean and digital technology will not meet the needs of the bloc’s industry amid increased competition from the US and China, lawmakers from across the political spectrum told a European Parliament hearing on Wednesday. ",20-July-2023 
"EEX EU carbon futures volumes plunge 59% in H1 2023. Trade in EUA futures on Germany’s EEX platform plunged by 59% in the first half of the year even as the volume of business in power surged by 12% and gas grew by 20% overall, the bourse reported on Wednesday.",19-July-2023 
"Securities regulators outline recommendations for expanding, strengthening compliance carbon markets. A global group of securities regulators has published a final report summarising responses to a recent consultation, supporting the establishment and enhancement of compliance carbon markets across its member jurisdictions.",19-July-2023 
"EU lawmakers call for a 2040 climate strategy as some look to international credit use, removals. The EU will need a proper strategy to reach increasingly ambitious climate targets in the decade after this, according to members of the European Parliament’s environment committee (ENVI) in a preliminary exchange about setting the bloc’s 2040 emissions goal on the road to reaching net zero by mid-century.  ",19-July-2023 
"Green groups wary as Serbia releases patchy, weaker draft energy and climate plan. Green groups have criticised Serbia’s draft national energy and climate plan (NECP) for not planning for carbon neutrality for 2050 and putting forward a less ambitious renewable energy goal than in previous publicly announced commitments.",19-July-2023 
